#-символ переноса строки, использовать вместо Entera;;;;;;;;;;
Номера по спискам;Русский;English;中文;Deutsch;Español;Français;Italiano;Português;Polski;Türkçe
Melting_Ray;Выпускает огненный луч в указанную клетку. Луч наносит ~o~/*Fire_Damage_Ray*/ урона огнём~/~ каждой цели, через которую проходит, и с ~w~/*Chance*/%~/~ шансом ~o~поджигает~/~ их на ~w~2-3~/~ хода.##В указанной клетке луч взрывается в небольшой области, нанося ~o~/*Fire_Damage_Explosion*/ урона огнём~/~ всем задетым целям.##Каждый враг, задетый лучом, увеличивает ~o~урон~/~ его взрыва на ~lg~20%~/~.##~y~Пассивный бонус:~/~#~lg~+2.5%~/~ к силе пиромантии;Shoots a ray of fire towards the targeted tile. The ray deals ~o~/*Fire_Damage_Ray*/ Fire Damage~/~ to each enemy it passes through with a ~w~/*Chance*/%~/~ chance to ~o~Ignite~/~ them for ~w~2-3~/~ turns.##When reaching the targeted tile, the ray explodes in a small area dealing ~o~/*Fire_Damage_Explosion*/ Fire Damage~/~ to all enemies hit.##Each enemy on the ray's path increases the ~o~Damage~/~ of the explosion by ~lg~20%~/~.##~y~Passive bonus:~/~#~lg~+2.5%~/~ Pyromantic Power;向目标方格射出一道火焰，对其穿过的所有敌人造成~o~/*Fire_Damage_Ray*/灼烧伤害~/~，并有~w~/*Chance*/%~/~的几率将他们~o~点燃~/~，燃烧持续~w~2-3~/~个回合。##火焰到达目标方格时，会在小范围内爆炸，对击中的所有敌人造成~o~/*Fire_Damage_Explosion*/点灼烧伤害~/~。##爆炸获得~o~伤害~/~加成，以~lg~20%~/~为基数，火焰穿过1个敌人，爆炸伤害增加20%*1；穿过2个敌人，伤害增加20%*2，以此类推。##~y~被动加成：~/~#炎术法力~lg~+2.5%~/~;Schießt einen Feuerstrahl in Richtung des anvisierten Feldes. Der Strahl verursacht ~o~/*Fire_Damage_Ray*/ Feuerschaden~/~ an jedem Gegner, den er durchfährt, mit einer ~w~/*Chance*/%~/~ Chance, sie für ~w~2-3~/~ Runden zu ~o~Entzünden~/~.##Wenn der Strahl das Zielfeld erreicht, explodiert er in einem kleinen Bereich und verursacht ~o~/*Fire_Damage_Explosion*/ Feuerschaden~/~ bei allen getroffenen Gegnern.##Jeder Gegner im Weg des Strahls erhöht den ~o~Schaden~/~ der Explosion um ~lg~20%~/~.##~y~Passiver Bonus:~/~#~lg~+2.5%~/~ Pyromantische Kraft;;;;;Wystrzeliwuje promień ognia w stronę wybranego pola. Zadaje ~o~/*Fire_Damage_Ray*/ Obrażeń od Ognia~/~ każdemu przeciwnikowi, którego przebije oraz daje ~w~/*Chance*/%~/~ szansy na ~o~podpalenie~/~ ich na ~w~2-3~/~ tury.##Kiedy promień dociera do wybranego pola wybucha na małej powierazchni zadając ~o~/*Fire_Damage_Explosion*/ Obrażeń od Ognia~/~ przeciwnikom w miejscu eksplozji.##Każdy przeciwnik na trasie promienia zwiększa ~o~obrażenia~/~ eksplozji o ~lg~20%~/~.##~y~Bonus pasywny:~/~#~lg~+2.5%~/~ Mocy Piromancji.;
Magma_Rain;Проливает магмовый дождь на небольшую зону, нанося ~o~/*Fire_Damage_Cast*/ урона огнём~/~ и поджигая некоторые клетки.##Оставляет после себя лужу магмы на ~w~/*Duration*/~/~ ходов.##Нахождение в магме наносит ~o~/*Fire_Damage_Dot*/ урона огнём~/~, с ~w~/*Chance*/%~/~ шансом ~w~воспламеняет~/~ и даёт ~r~-5%~/~ к сопр. огню каждый ход.##~y~Пассивный бонус:~/~#~lg~+2.5%~/~ к силе пиромантии;Rains magma over a small area, dealing ~o~/*Fire_Damage_Cast*/ Fire Damage~/~ and setting some of the tiles on fire.##Leaves a puddle of magma for ~w~/*Duration*/~/~ turns.##Standing in magma deals ~o~/*Fire_Damage_Dot*/ Fire Damage~/~ with ~w~/*Chance*/%~/~ chance to ~w~Ignite~/~ and applies ~r~-5%~/~ Fire Resistance each turn.##~y~Passive bonus:~/~#~lg~+2.5%~/~ Pyromantic Power;在小范围内降下岩浆，造成~o~/*Fire_Damage_Cast*/点灼烧伤害~/~，并点燃部分方格。##留下一滩岩浆，持续~w~/*Duration*/~/~个回合。##站在岩浆中会受到~o~/*Fire_Damage_Dot*/点灼烧伤害~/~，并有~w~/*Chance*/%~/~的几率被~w~点燃~/~，然后每个回合灼烧抗性~r~-5%~/~。##~y~被动加成：~/~#炎术法力~lg~+2.5%~/~;Lässt Magma über einen kleinen Bereich regnen, und verursacht ~o~/*Fire_Damage_Cast*/ Feuerschaden~/~ und setzt einige Felder in Brand.##Hinterlässt eine Pfütze Magma für ~w~/*Duration*/~/~ Runden.##Stehen im Magma verursacht ~o~/*Fire_Damage_Dot*/ Feuerschaden~/~ mit der ~w~/*Chance*/%~/~ Chance auf ~w~Entzündung~/~, und wendet ~r~-5%~/~ Feuerresistenz jede Runde an.##~y~Passiver Bonus:~/~#~lg~+2.5%~/~ Pyromantische Kraft;;;;;Powoduje deszcz lawy na małym obszarze, zadaje ~o~/*Fire_Damage_Cast*/ Obrażeń od Ognia~/~ i podpalając niektóre pola.##Zostawia pole magmy trwające ~w~/*Duration*/~/~ tur.##Znalezienie się w polu zadaje ~o~/*Fire_Damage_Dot*/ Obrażeń od Ognia~/~ oraz ma ~w~/*Chance*/%~/~ szansy na ~w~Podpalenie~/~ oraz nakłada ~r~-5%~/~ Odporności na Ogień w każdej turze.##~y~Bonus pasywny:~/~#~lg~+2.5%~/~ Mocy Piromancji.;
Inferno;Создаёт огненный шторм в большой области.##Нахождение в зоне шторма наносит ~o~/*Fire_Damage*/ урона огнём~/~ каждый ход.##За каждого врага в области наносимый ~o~урон~/~ увеличивается на ~lg~15%~/~.##~y~Пассивный бонус:~/~#~lg~+2.5%~/~ к силе пиромантии;Summons a firestorm over a large area. ##Standing in the area of effect deals ~o~/*Fire_Damage*/ Fire Damage~/~ each turn.##For each enemy in the area of effect the ~o~Damage~/~ is increased by ~lg~15%~/~.#~lg~+2.5%~/~ Pyromantic Power;召唤一场大型火焰风暴。##站在效果范围，每个回合会受到~o~/*Fire_Damage*/点灼烧伤害~/~。##法术获得~o~伤害~/~加成，以~lg~15%~/~为基数，效果范围有1个敌人，伤害增加15%*1；有2个敌人，伤害增加15%*2，以此类推。#炎术法力~lg~+2.5%~/~;Beschwört einen Feuersturm über einem großen Bereich herauf. ##Das Stehenbleiben im Wirkungsbereich verursacht ~o~/*Fire_Damage*/ Feuerschaden~/~ jede Runde.##Für jeden Gegner im Wirkungsbereich wird der ~o~Schaden~/~ um ~lg~15%~/~ erhöht.##~y~Passiver Bonus:~/~#~lg~+2.5%~/~ Pyromantische Kraft;;;;;Tworzy burzę ogniową na wybranym obszarze.##Znajdowanie się w zasięgu jej działania zadaje ~o~/*Fire_Damage*/ Obrażeń od Ognia~/~ w każdej turze.##Za każdego przeciwnika w polu działania ~o~Obrażenia~/~ są zwiększone o ~lg~15%~/~.#~y~Bonus pasywny:~/~#~lg~+2.5%~/~ Mocy Piromancji.;
feed_the_flames;Попадание каждого сгустка ~lg~Огненного залпа~/~ по ~o~горящим~/~ целям увеличивает длительность горения на ~w~1~/~ ход.##~y~Пассивный бонус:~/~#~lg~+2.5%~/~ к силе пиромантии#~lg~+3%~/~ к точности;When a bolt from ~lg~Barreira de Fogo~/~ connects with ~o~Burning~/~ enemy, the duration of burning is prolonged by ~w~1~/~ turn.##~y~Passive bonus:~/~#~lg~+2.5%~/~ Pyromantic Power#~lg~+3%~/~ Accuracy;~lg~连发火球~/~的火球接触~o~着火~/~的敌人时，着火的时间延长~w~1~/~个回合。##~y~被动加成：~/~#炎术法力~lg~+2.5%~/~#准度~lg~+3%~/~;Wenn ein Bolzen von ~lg~Feuersperre~/~ einen ~o~Brennenden~/~ Gegner trifft, wird die Dauer des Brennens um ~w~1~/~ Runde verlängert.##~y~Passiver Bonus:~/~#~lg~+2,5%~/~ Pyromantische Kraft#~lg~+3%~/~ Genauigkeit;;;;;Kiedy pocisk z ~lg~Ognistej Zasłony~/~ trafi ~o~płonącego~/~ przeciwnika, czas trwania podpalenia zwiększa się o ~w~1~/~ turę.##~y~Bonus pasywny:~/~#~lg~+2.5%~/~ Mocy Piromancji.#~lg~+3%~/~ Celności;
flame_saturation;Восполняет ~bl~5%~/~ запаса энергии каждый раз, когда в поле зрения ~o~загорается~/~ враг.##~y~Пассивный бонус:~/~#~lg~+2.5%~/~ к силе пиромантии#~lg~+5~/~ к запасу энергии;Replenishes ~bl~5%~/~ of Max Energy each time an enemy within your Vision is ~o~Ignited~/~.##~y~Passive bonus:~/~#~lg~+2.5%~/~ Pyromantic Power#~lg~+5~/~ Max Energy;视野内每有一个敌人被~o~点燃~/~，便恢复精力上限~bl~5%~/~的精力。##~y~被动加成：~/~#炎术法力~lg~+2.5%~/~#准度~lg~+3%~/~#精力上限~lg~+5~/~;Füllt ~bl~5%~/~ der max. Energie jedes Mal auf, wenn ein Gegner in deinem Sichtfeld ~o~Entzündet~/~ wird.##~y~Passiver Bonus:~/~#~lg~+2.5%~/~ Pyromantische Kraft#~lg~+5~/~ max. Energie;;;;;Odnawia ~bl~5%~/~ Maksymalnej Energii, w momencie kiedy przeciwnik w zasięgu Widoku zostaje ~o~podpalony~/~.##~y~Bonus pasywny:~/~#~lg~+2.5%~/~ Mocy Piromancji.#~lg~+5~/~ Maksymalnej Energii.;
scorch;Все цели, задетые ~lg~Сожжением~/~, получают ~r~-15%~/~ к сопр. огню на ~w~30~/~ ходов.##~y~Пассивный бонус:~/~#~lg~+2.5%~/~ к силе пиромантии#~lg~+3%~/~ к шансу крита;Targets affected by ~lg~Blaze~/~ gain ~r~-15%~/~ Fire Resistance for ~w~30~/~ turns.##~y~Passive bonus:~/~#~lg~+2.5%~/~ Pyromantic Power#~lg~+3%~/~ Crit Chance;~lg~烈火~/~影响的目标灼烧抗性~r~-15%~/~，持续~w~30~/~个回合。##~y~被动加成：~/~#炎术法力~lg~+2.5%~/~#暴击几率~lg~+3%~/~;Ziele, die von ~lg~Lohe~/~ betroffen sind, gewinnen ~r~-15%~/~ Feuerresistenz für ~w~30~/~ Runden hinzu.##~y~Passiver Bonus:~/~#~lg~+2.5%~/~ Pyromantische Kraft#~lg~+3%~/~ Krit. Chance;;;;;Cele pod wpływem ~lg~Płomienia~/~ orzymują ~r~-15%~/~ Odporności na Ogień na ~w~30~/~ tur.##~y~Bonus pasywny:~/~#~lg~+2.5%~/~ Mocy Piromancji.#~lg~+3%~/~ szansy na obr. krytyczne;
safe_distance;Увеличивает дальность заклинаний ветки на ~lg~1~/~ клетку##~y~Пассивный бонус:~/~#~lg~+2.5%~/~ к силе пиромантии#~lg~-3%~/~ к шансу неудачи;Increases the Range of Pyromancy spells by ~lg~1~/~ tile.##~y~Passive bonus:~/~#~lg~+2.5%~/~ Pyromantic Power#~lg~-3%~/~ Fumble Chance;炎系法术距离增加~lg~1~/~个方格。##~y~被动加成：~/~#炎术法力~lg~+2.5%~/~#失手几率~lg~-3%~/~;Erhöht die Reichweite der Pyromantie-Zauber um ~lg~1~/~ Feld.##~y~Passiver Bonus:~/~#~lg~+2.5%~/~ Pyromantische Kraft#~lg~-3%~/~ Ungeschicktsein-Chance;;;;;Zwiększa zasięg umiejętności Piromancji o ~lg~1~/~ pole.##~y~Bonus pasywny:~/~#~lg~+2.5%~/~ Mocy Piromancji.#~lg~-3%~/~ szansy na Spartaczenie.;
baptism_of_fire;Получение ~o~урона огнём~/~ уменьшает время восстановления заклинаний ветки и длительность негативных эффектов.##Чем выше полученный урон, тем значительней эффект.##~y~Пассивный бонус:~/~#~lg~+2.5%~/~ к силе пиромантии#~lg~+20%~/~ к сопр. огню;Taking ~o~Fire Damage~/~ reduces Cooldown Duration for spells of this skill tree and reduces duration of current negative effects.##The higher the Damage the more powerful the effect.##~y~Passive bonus:~/~#~lg~+2.5%~/~ Pyromantic Power#~lg~+20%~/~ Fire Resistance;受到~o~灼烧伤害~/~会缩短同系技能的冷却时间，也会减少当前负面效果的剩余时间。##灼烧伤害越高，本法术的效果越强。##~y~被动加成：~/~#炎术法力~lg~+2.5%~/~#灼烧抗性~lg~+20%~/~;Das Erleiden von ~o~Feuerschaden~/~ reduziert die Abklingzeit für Zauber dieses Fertigkeitsbaums und verringert die Dauer der aktuellen negativen Auswirkungen.##Je höher der Schaden, desto mächtiger der Effekt.##~y~Passiver Bonus:~/~#~lg~+2,5%~/~ Pyromantische Kraft#~lg~+20%~/~ Feuerresistenz;;;;;Otrzymywanie ~o~Obrażeń od Ognia~/~ redukuje Czasy Odnawiania dla umiejętności z tego drzewka oraz trwanie posiadanych efektów negatywnych.##Im większe otrzymane obrażenia, tym efekt większy.##~y~Bonus pasywny:~/~#~lg~+2.5%~/~ Mocy Piromancji.#~lg~+20%~/~ Odporności na Ogień;
pyromania;Каждый ~o~горящий~/~ враг в зоне видимости даёт ~lg~+5%~/~ к силе магии и ~lg~+3%~/~ к шансу крита.##~y~Пассивный бонус:~/~#~lg~+2.5%~/~ к силе пиромантии#~lg~+5%~/~ к силе магии;Each ~o~Burning~/~ enemy within your Vision grants you ~lg~+5%~/~ Magic Power and ~lg~+3%~/~ Crit Chance.##~y~Passive bonus:~/~#~lg~+2.5%~/~ Pyromantic Power#~lg~+5%~/~ Magic Power;你的视野内每有一个~o~着火~/~的敌人，你的法力便~lg~+5%~/~，你的暴击几率比便~lg~+3%~/~。##~y~被动加成：~/~#炎术法力~lg~+2.5%~/~#法力~lg~+5%~/~;Jeder ~o~Brennende~/~ Gegner in deinem Sichtfeld gewährt dir ~lg~+5%~/~ Magische Kraft und ~lg~+3%~/~ Krit. Chance.##~y~Passiver Bonus:~/~#~lg~+2.5%~/~ Pyromantische Kraft#~lg~+5%~/~ Magische Kraft;;;;;Każdy ~o~Płonący~/~ przeciwnik w zasięgu Widoku daje ~lg~+5%~/~ Mocy Magii oraz ~lg~+3%~/~ szansy na obr. krytyczne.##~y~Bonus pasywny:~/~#~lg~+2.5%~/~ Mocy Piromancji.#~lg~+5%~/~ Mocy Magii;
excess_heat;Восполняет ~bl~5%~/~ запаса энергии за каждого врага, убитого заклинаниями пиромантии.##~y~Пассивный бонус:~/~#~lg~+2.5%~/~ к силе пиромантии#~lg~+3%~/~ к регенерации энергии;Replenishes ~bl~5%~/~ of maximum Energy for each enemy killed with all pyromantic spells.##~y~Passive bonus:~/~#~lg~+2.5%~/~ Pyromantic Power#~lg~+3%~/~ Energy Restoration;任意炎系法术每杀死一个敌人，便恢复精力上限~bl~5%~/~的精力。##~y~被动加成：~/~#炎术法力~lg~+2.5%~/~#精力自动恢复~lg~+3%~/~;Füllt ~bl~5%~/~ der max. Energie für jeden getöteten Gegner auf. Gilt für alle pyromantischen Zauber.##~y~Passiver Bonus:~/~#~lg~+2.5%~/~ Pyromantische Kraft#~lg~+3%~/~ Energieregeneration;;;;;Odnawia ~bl~5%~/~ Maksymalnej Energii za każdego zabitego przeciwnika sztuką Piromancji.##~y~Bonus pasywny:~/~#~lg~+2.5%~/~ Mocy Piromancji.#~lg~+3%~/~ Odnawiania Energii.;
;;;;;;;;;;
;///// GEOMANCY;;;;;;;;;
;;;;;;;;;;
Runic_Boulder;Поднимает в указанной клетке рунный валун. Наносит всем соседним врагам ~p~/*Arcane_Damage*/ арканического урона~/~, с ~w~/*Knockback_Chance*/%~/~ шансом ~w~отбрасывая~/~ их назад.##Каждый рунный валун в зоне видимости наделяет заклинателя одной степенью ~lg~Рунического усиления~/~:##~lg~+10%~/~ к силе магии#~lg~+15%~/~ к силе геомантии#~lg~-10%~/~ к затратам на способности#~lg~-7.5%~/~ к получаемому урону#~lg~-10%~/~ к времени восст. способностей#~r~/*MP_turn*/~/~ энергии в ход##Запас прочности рунического валуна зависит от запаса энергии заклинателя.#Валуны разрушаются при выходе из зоны видимости или если у заклинателя заканчивается энергия.#Если валун разрушается врагом, заклинателя ~w~оглушает~/~ на ~w~3~/~ хода.##Одновременно может быть активно не более ~w~трёх~/~ валунов.##~y~Пассивный бонус:~/~#~lg~+2.5%~/~ к силе геомантии;Raises a runic boulder in a targeted tile. Deals ~p~/*Arcane_Damage*/ Arcane Damage~/~ to all adjacent enemies with a ~w~/*Knockback_Chance*/%~/~ chance to inflict ~w~Knockback~/~.##Each runic boulder within your Vision provides your character with a stack of ~lg~Runic Empowerment~/~:##~lg~+10%~/~ Magic Power#~lg~+15%~/~ Geomantic Power#~lg~-10%~/~ Abilities Energy Cost#~lg~-7.5%~/~ Damage Taken#~lg~-10%~/~ Cooldowns Duration#~r~/*MP_turn*/~/~ Energy per turn##Boulder's durability depends on the caster's Max Energy.#Boulders crumble when out of the caster's Vision or when the caster runs out of energy.#If a boulder is destroyed by the caster's enemy, the caster is ~w~Stunned~/~ for ~w~3~/~ turns.##You can't have more than ~w~three~/~ boulders simultaneously.##~y~Passive bonus:~/~#~lg~+2.5%~/~ Geomantic Power;在目标方格升出一块符文巨石。对临近方格的所有敌人造成~p~/*Arcane_Damage*/点秘术伤害~/~，并有~w~/*Knockback_Chance*/%~/~的几率~w~击退~/~敌人。##你的视野内每有一块符文巨石，你便获得一层~lg~符文强化~/~：##法力~lg~+10%~/~#地术法力~lg~+15%~/~#能力精力消耗~lg~-10%~/~#所受伤害~lg~-7.5%~/~#冷却时间~lg~-10%~/~#每个回合精力~r~/*MP_turn*/~/~##巨石的持续时长取决于施法者的精力上限。#如果巨石脱离施法者的视野，或施法者精力耗尽，则巨石崩塌。#如果巨石被施法者的敌人摧毁，施法者~w~硬直~/~~w~3~/~个回合。##你同时只能升起最多~w~三~/~块巨石。##~y~被动加成：~/~#地术法力~lg~+2.5%~/~;Errichtet einen Runenstein im Zielfeld. Verursacht ~p~/*Arcane_Damage*/ Arkanen Schaden~/~ an allen benachbarten Gegnern, mit einer ~w~/*Knockback_Chance*/%~/~ Chance, ~w~Zurückstoßen~/~ zu verursachen.##Jeder Runenstein in deinem Sichtfeld versorgt deinen Charakter mit einem Stapel ~lg~Runischer Verstärkungen~/~:##~lg~+10%~/~ Magische Kraft#~lg~+15%~/~ Geomantische Kraft#~lg~-10%~/~ Energiekosten für Fertigkeiten#~lg~-7.5%~/~ erlittener Schaden#~lg~-10%~/~ Abklingzeit#~r~/*MP_turn*/~/~ Energie pro Runde##Die Haltbarkeit des Steins hängt von der max. Energie des Zaubernden ab.#Steine zerbröckeln, wenn sie nicht mehr im Sichtfeld des Zaubernden sind, oder dem Zaubernden die Energie ausgeht.#Wenn ein Stein vom Gegner des Zaubernden zerstört wird, ist der Zaubernde ~w~Betäubt~/~ für ~w~3~/~ Runden.##Man kann nicht mehr als ~w~drei~/~ Steine gleichzeitig haben.##~y~Passiver Bonus:~/~#~lg~+2.5%~/~ Geomantische Kraft;;;;;Tworzy runiczną skałę w wyznaczonym miejscu. Zadaje ~p~/*Arcane_Damage*/ obrażeń Magii Tajemnej~/~ wszystkim pobliskim przeciwnikom oraz ma ~w~/*Knockback_Chance*/%~/~ szansy na ~w~Odrzucenie~/~.##Każda skała w pobliżu daje ci ~lg~Runiczne Wzmocnienie~/~:##~lg~+10%~/~ Mocy Magicznej#~lg~+15%~/~ Mocy Geomancji#~lg~-10%~/~ Koszt energii dla zdolności#~lg~-7.5%~/~ Otrzymywane obrażenia#~lg~-10%~/~ Redukcja Odnowień#~r~/*MP_turn*/~/~ Energii na turę##Wytrzymałość skały zależy od Maksymalnej Energii.#Skały rozpadają się, gdy znikną z pola Widoku rzucającego lub rzucającemu wyczerpie się Energia.#Jeżeli skała zostanie zniszczona przez wroga rzucającego, rzucający jest ~w~Ogłuszony~/~ na ~w~3~/~ tury.##Nie możesz mieć więcej niż ~w~trzy~/~ skały jednocześnie.##~y~Bonus pasywny:~/~#~lg~+2.5%~/~ Mocy Geomancji;
Stone_Armor;Активирует эффект на ~w~3~/~ хода:##~lg~+30%~/~ к сопр. физическому урону#~lg~+50%~/~ к сопр. силам природы#~lg~+20%~/~ к сопр. магии#~lg~+100%~/~ к сопр. кровотечению#~lg~+50%~/~ к сопр. отбрасыванию##По истечению срока каменная броня взрывается, нанося ~w~/*Blunt_Damage*/ дробящего урона~/~ за каждую полученную атаку, и с шансом ~w~отбрасывает~/~ назад врагов на соседних клетках.##Каждая степень ~lg~Рунического усиления~/~ увеличивает длительность эффекта на ~w~4~/~ хода.#Воздвижение новых валунов увеличивает длительность эффекта на ~w~2~/~ хода.##~y~Пассивный бонус:~/~#~lg~+2.5%~/~ к силе геомантии;Activates the following effect for ~w~3~/~ turns:##~lg~+30%~/~ Physical Resistance#~lg~+50%~/~ Nature Resistance#~lg~+20%~/~ Magic Resistance#~lg~+100%~/~ Bleeding Resistance#~lg~+50%~/~ Knockback Resistance##At the end of its duration the stone armor explodes, dealing ~w~/*Blunt_Damage*/ Crushing Damage~/~ for each attack it absorbed with a chance to inflict ~w~Knockback~/~ to all adjacent enemies.##Each stack of ~lg~Runic Empowerment~/~ prolongs the duration of this effect by ~w~4~/~ turns.#Raising new boulders prolongs the duration of this effect by ~w~2~/~ turns.##~y~Passive bonus:~/~#~lg~+2.5%~/~ Geomantic Power;触发以下效果，持续~w~3~/~个回合：##物理抗性~lg~+30%~/~#自然抗性~lg~+50%~/~#魔法抗性~lg~+20%~/~#出血抗性~lg~+100%~/~#击退抗性~lg~+50%~/~##效果结束时，石甲爆炸，每吸收一次攻击，便对所有临近敌人造成一次~w~/*Blunt_Damage*/点的钝器伤害~/~，并有一定几率造成击退。##每层~lg~符文强化~/~会令本效果延长~w~4~/~个回合。#升起新的巨石会令本效果延长~w~2~/~个回合。##~y~被动加成：~/~#地术法力~lg~+2.5%~/~;Aktiviert den folgenden Effekt für ~w~3~/~ Runden:##~lg~+30%~/~ phys. Resistenz#~lg~+50%~/~ Naturresistenz#~lg~+20%~/~ Magieresistenz#~lg~+100%~/~ Bluten-Resistenz#~lg~+50%~/~ Zurückstoßen-Resistenz## Am Ende der Wirkzeit explodiert die Steinrüstung, und verursacht dabei ~w~/*Blunt_Damage*/ Schmetterschaden~/~ für jeden absorbierten Angriff, mit der Chance, alle benachbarten Gegner ~w~Zurückzustoßen~/~.##Jeder Stapel ~lg~Runischer Verstärkungen~/~ verlängert die Dauer dieses Effekts um ~w~4~/~ Runden.#Das Errichten neuer Steine verlängert die Dauer dieses Effekts um ~w~2~/~ Runden.##~y~Passiver Bonus:~/~#~lg~+2.5%~/~ Geomantische Kraft;;;;;Aktywuje następujący efekt na ~w~3~/~ tury:##~lg~+30%~/~ Odporności na obr. fizyczne#~lg~+50%~/~ Odporności na obr. Natury#~lg~+20%~/~ Odporności na Magię#~lg~+100%~/~ Odporności na krwawienie#~lg~+50%~/~ Odporności na odrzucenie##Na koniec trwania kamienny pancerz eksploduje zadając ~w~/*Blunt_Damage*/ Obrażeń Obalających~/~ za każde zaabsorbowane uderzenie oraz powoduje ~w~Odrzucenie~/~ pobliskich przeciwników.##Każdy punkt ~lg~Runicznego Wzmocnienia~/~ przedłuża czas trwania efektu o ~w~4~/~ tury.#Wsnoszenie nowych skał przedłuża efekt o ~w~2~/~ tury.##~y~Bonus pasywny:~/~#~lg~+2.5%~/~ Mocy Geomancji;
